,State,Abbreviation,Year,variable,value
3639,Montana,MT,1995,HPI Index,305.6
3640,Montana,MT,1996,HPI Index,318.42
3641,Montana,MT,1997,HPI Index,328.32
3642,Montana,MT,1998,HPI Index,336.26
3643,Montana,MT,1999,HPI Index,344.61
3644,Montana,MT,2000,HPI Index,359.92
3645,Montana,MT,2001,HPI Index,376.59
3646,Montana,MT,2002,HPI Index,394.69
3647,Montana,MT,2003,HPI Index,412.83
3648,Montana,MT,2004,HPI Index,449.66
3649,Montana,MT,2005,HPI Index,506.03
3650,Montana,MT,2006,HPI Index,562.88
3651,Montana,MT,2007,HPI Index,599.37
3652,Montana,MT,2008,HPI Index,607.64
3653,Montana,MT,2009,HPI Index,590.91
3654,Montana,MT,2010,HPI Index,562.86
3655,Montana,MT,2011,HPI Index,545.85
3656,Montana,MT,2012,HPI Index,550.72
3657,Montana,MT,2013,HPI Index,569.65
3658,Montana,MT,2014,HPI Index,596.82
3659,Montana,MT,2015,HPI Index,617.96
3660,Montana,MT,2016,HPI Index,639.11
3661,Montana,MT,2017,HPI Index,673.66
3662,Montana,MT,2018,HPI Index,713.12
3663,Montana,MT,2019,HPI Index,747.87
3664,Montana,MT,2020,HPI Index,779.99
3665,Montana,MT,2021,HPI Index,900.57
3666,Nebraska,NE,1975,HPI Index,100.0
3667,Nebraska,NE,1976,HPI Index,107.83
3668,Nebraska,NE,1977,HPI Index,119.47
3669,Nebraska,NE,1978,HPI Index,133.53
3670,Nebraska,NE,1979,HPI Index,149.57
3671,Nebraska,NE,1980,HPI Index,160.9
3672,Nebraska,NE,1981,HPI Index,162.06
3673,Nebraska,NE,1982,HPI Index,171.99
3674,Nebraska,NE,1983,HPI Index,174.71
3675,Nebraska,NE,1984,HPI Index,178.13
3676,Nebraska,NE,1985,HPI Index,179.2
3677,Nebraska,NE,1986,HPI Index,181.93
3678,Nebraska,NE,1987,HPI Index,182.48
3679,Nebraska,NE,1988,HPI Index,184.66
3680,Nebraska,NE,1989,HPI Index,190.34
3681,Nebraska,NE,1990,HPI Index,197.46
3682,Nebraska,NE,1991,HPI Index,203.37
3683,Nebraska,NE,1992,HPI Index,210.59
3684,Nebraska,NE,1993,HPI Index,220.16
3685,Nebraska,NE,1994,HPI Index,233.17
3686,Nebraska,NE,1995,HPI Index,249.1
3687,Nebraska,NE,1996,HPI Index,260.81
3688,Nebraska,NE,1997,HPI Index,274.97
3689,Nebraska,NE,1998,HPI Index,285.14
3690,Nebraska,NE,1999,HPI Index,296.55
3691,Nebraska,NE,2000,HPI Index,309.02
3692,Nebraska,NE,2001,HPI Index,320.27
3693,Nebraska,NE,2002,HPI Index,328.61
3694,Nebraska,NE,2003,HPI Index,334.31
3695,Nebraska,NE,2004,HPI Index,349.16
3696,Nebraska,NE,2005,HPI Index,364.82
3697,Nebraska,NE,2006,HPI Index,371.83
3698,Nebraska,NE,2007,HPI Index,375.89
3699,Nebraska,NE,2008,HPI Index,373.97
3700,Nebraska,NE,2009,HPI Index,371.2
3701,Nebraska,NE,2010,HPI Index,367.84
3702,Nebraska,NE,2011,HPI Index,366.08
3703,Nebraska,NE,2012,HPI Index,368.37
3704,Nebraska,NE,2013,HPI Index,377.01
3705,Nebraska,NE,2014,HPI Index,391.33
3706,Nebraska,NE,2015,HPI Index,406.63
3707,Nebraska,NE,2016,HPI Index,423.69
3708,Nebraska,NE,2017,HPI Index,448.1
3709,Nebraska,NE,2018,HPI Index,471.24
3710,Nebraska,NE,2019,HPI Index,495.22
3711,Nebraska,NE,2020,HPI Index,509.47
3712,Nebraska,NE,2021,HPI Index,562.7
3713,Nevada,NV,1975,HPI Index,100.0
3714,Nevada,NV,1976,HPI Index,110.64
3715,Nevada,NV,1977,HPI Index,126.33
3716,Nevada,NV,1978,HPI Index,151.82
3717,Nevada,NV,1979,HPI Index,180.32
3718,Nevada,NV,1980,HPI Index,190.59
3719,Nevada,NV,1981,HPI Index,213.52
3720,Nevada,NV,1982,HPI Index,224.76
3721,Nevada,NV,1983,HPI Index,219.9
3722,Nevada,NV,1984,HPI Index,219.55
3723,Nevada,NV,1985,HPI Index,222.23
3724,Nevada,NV,1986,HPI Index,230.38
3725,Nevada,NV,1987,HPI Index,233.01
3726,Nevada,NV,1988,HPI Index,238.74
3727,Nevada,NV,1989,HPI Index,250.51
3728,Nevada,NV,1990,HPI Index,269.24
3729,Nevada,NV,1991,HPI Index,284.35
3730,Nevada,NV,1992,HPI Index,293.24
3731,Nevada,NV,1993,HPI Index,298.76
3732,Nevada,NV,1994,HPI Index,303.1
3733,Nevada,NV,1995,HPI Index,315.59
3734,Nevada,NV,1996,HPI Index,323.09
3735,Nevada,NV,1997,HPI Index,331.3
3736,Nevada,NV,1998,HPI Index,338.88
3737,Nevada,NV,1999,HPI Index,343.51
3738,Nevada,NV,2000,HPI Index,356.09
3739,Nevada,NV,2001,HPI Index,378.83
3740,Nevada,NV,2002,HPI Index,402.58
3741,Nevada,NV,2003,HPI Index,427.56
3742,Nevada,NV,2004,HPI Index,540.98
3743,Nevada,NV,2005,HPI Index,672.34
3744,Nevada,NV,2006,HPI Index,731.43
3745,Nevada,NV,2007,HPI Index,708.26
3746,Nevada,NV,2008,HPI Index,576.67
3747,Nevada,NV,2009,HPI Index,442.85
3748,Nevada,NV,2010,HPI Index,379.88
3749,Nevada,NV,2011,HPI Index,334.09
3750,Nevada,NV,2012,HPI Index,330.52
3751,Nevada,NV,2013,HPI Index,380.26
3752,Nevada,NV,2014,HPI Index,446.85
3753,Nevada,NV,2015,HPI Index,490.23
3754,Nevada,NV,2016,HPI Index,536.09
3755,Nevada,NV,2017,HPI Index,586.73
3756,Nevada,NV,2018,HPI Index,662.06
3757,Nevada,NV,2019,HPI Index,704.51
3758,Nevada,NV,2020,HPI Index,726.79
3759,Nevada,NV,2021,HPI Index,841.53
3760,New Hampshire,NH,1975,HPI Index,100.0
3761,New Hampshire,NH,1976,HPI Index,102.31
3762,New Hampshire,NH,1977,HPI Index,113.63
3763,New Hampshire,NH,1978,HPI Index,122.18
3764,New Hampshire,NH,1979,HPI Index,146.99
3765,New Hampshire,NH,1980,HPI Index,156.87
3766,New Hampshire,NH,1981,HPI Index,164.75
3767,New Hampshire,NH,1982,HPI Index,175.54
3768,New Hampshire,NH,1983,HPI Index,184.24
3769,New Hampshire,NH,1984,HPI Index,212.82
3770,New Hampshire,NH,1985,HPI Index,248.62
3771,New Hampshire,NH,1986,HPI Index,294.67
3772,New Hampshire,NH,1987,HPI Index,332.26
3773,New Hampshire,NH,1988,HPI Index,348.39
3774,New Hampshire,NH,1989,HPI Index,349.69
3775,New Hampshire,NH,1990,HPI Index,327.12
3776,New Hampshire,NH,1991,HPI Index,299.48
3777,New Hampshire,NH,1992,HPI Index,288.7
3778,New Hampshire,NH,1993,HPI Index,285.37
3779,New Hampshire,NH,1994,HPI Index,284.42
3780,New Hampshire,NH,1995,HPI Index,288.49
3781,New Hampshire,NH,1996,HPI Index,297.14
3782,New Hampshire,NH,1997,HPI Index,307.6
3783,New Hampshire,NH,1998,HPI Index,325.96
3784,New Hampshire,NH,1999,HPI Index,351.14
3785,New Hampshire,NH,2000,HPI Index,403.47
3786,New Hampshire,NH,2001,HPI Index,448.75
3787,New Hampshire,NH,2002,HPI Index,497.21
3788,New Hampshire,NH,2003,HPI Index,532.29
3789,New Hampshire,NH,2004,HPI Index,590.83
3790,New Hampshire,NH,2005,HPI Index,653.68
3791,New Hampshire,NH,2006,HPI Index,672.8
3792,New Hampshire,NH,2007,HPI Index,661.42
3793,New Hampshire,NH,2008,HPI Index,635.63
3794,New Hampshire,NH,2009,HPI Index,588.23
3795,New Hampshire,NH,2010,HPI Index,562.96
3796,New Hampshire,NH,2011,HPI Index,544.91
3797,New Hampshire,NH,2012,HPI Index,531.74
3798,New Hampshire,NH,2013,HPI Index,535.61
3799,New Hampshire,NH,2014,HPI Index,556.55
3800,New Hampshire,NH,2015,HPI Index,576.37
3801,New Hampshire,NH,2016,HPI Index,598.96
3802,New Hampshire,NH,2017,HPI Index,632.09
3803,New Hampshire,NH,2018,HPI Index,670.33
3804,New Hampshire,NH,2019,HPI Index,704.23
3805,New Hampshire,NH,2020,HPI Index,738.83
3806,New Hampshire,NH,2021,HPI Index,842.52
3807,New Jersey,NJ,1975,HPI Index,100.0
3808,New Jersey,NJ,1976,HPI Index,102.95
3809,New Jersey,NJ,1977,HPI Index,108.16
3810,New Jersey,NJ,1978,HPI Index,119.84
3811,New Jersey,NJ,1979,HPI Index,141.49
3812,New Jersey,NJ,1980,HPI Index,160.06
3813,New Jersey,NJ,1981,HPI Index,171.64
3814,New Jersey,NJ,1982,HPI Index,176.96
3815,New Jersey,NJ,1983,HPI Index,186.76
3816,New Jersey,NJ,1984,HPI Index,213.96
3817,New Jersey,NJ,1985,HPI Index,242.42
3818,New Jersey,NJ,1986,HPI Index,285.65
3819,New Jersey,NJ,1987,HPI Index,335.68
3820,New Jersey,NJ,1988,HPI Index,371.85
3821,New Jersey,NJ,1989,HPI Index,373.44
3822,New Jersey,NJ,1990,HPI Index,360.92
3823,New Jersey,NJ,1991,HPI Index,346.92
3824,New Jersey,NJ,1992,HPI Index,349.2
3825,New Jersey,NJ,1993,HPI Index,352.03
3826,New Jersey,NJ,1994,HPI Index,352.82
3827,New Jersey,NJ,1995,HPI Index,353.49
3828,New Jersey,NJ,1996,HPI Index,359.77
3829,New Jersey,NJ,1997,HPI Index,365.99
3830,New Jersey,NJ,1998,HPI Index,378.68
3831,New Jersey,NJ,1999,HPI Index,396.31
3832,New Jersey,NJ,2000,HPI Index,437.63
3833,New Jersey,NJ,2001,HPI Index,478.4
3834,New Jersey,NJ,2002,HPI Index,529.04
3835,New Jersey,NJ,2003,HPI Index,569.83
3836,New Jersey,NJ,2004,HPI Index,649.48
3837,New Jersey,NJ,2005,HPI Index,753.03
3838,New Jersey,NJ,2006,HPI Index,817.39
3839,New Jersey,NJ,2007,HPI Index,816.12
3840,New Jersey,NJ,2008,HPI Index,779.0
3841,New Jersey,NJ,2009,HPI Index,715.02
3842,New Jersey,NJ,2010,HPI Index,687.61
3843,New Jersey,NJ,2011,HPI Index,658.84
3844,New Jersey,NJ,2012,HPI Index,635.81
3845,New Jersey,NJ,2013,HPI Index,638.23
3846,New Jersey,NJ,2014,HPI Index,656.62
3847,New Jersey,NJ,2015,HPI Index,671.59
3848,New Jersey,NJ,2016,HPI Index,687.45
3849,New Jersey,NJ,2017,HPI Index,702.94
3850,New Jersey,NJ,2018,HPI Index,725.97
3851,New Jersey,NJ,2019,HPI Index,749.73
3852,New Jersey,NJ,2020,HPI Index,773.42
3853,New Jersey,NJ,2021,HPI Index,856.28
3854,New Mexico,NM,1975,HPI Index,100.0
3855,New Mexico,NM,1976,HPI Index,109.55
3856,New Mexico,NM,1977,HPI Index,125.98
3857,New Mexico,NM,1978,HPI Index,138.39
3858,New Mexico,NM,1979,HPI Index,159.08
3859,New Mexico,NM,1980,HPI Index,174.74
3860,New Mexico,NM,1981,HPI Index,197.22
3861,New Mexico,NM,1982,HPI Index,208.21
3862,New Mexico,NM,1983,HPI Index,218.67
3863,New Mexico,NM,1984,HPI Index,219.43
3864,New Mexico,NM,1985,HPI Index,222.9
3865,New Mexico,NM,1986,HPI Index,229.88
3866,New Mexico,NM,1987,HPI Index,229.43
3867,New Mexico,NM,1988,HPI Index,225.37
3868,New Mexico,NM,1989,HPI Index,229.53
3869,New Mexico,NM,1990,HPI Index,231.9
3870,New Mexico,NM,1991,HPI Index,239.19
3871,New Mexico,NM,1992,HPI Index,249.36
3872,New Mexico,NM,1993,HPI Index,263.78
3873,New Mexico,NM,1994,HPI Index,286.9
3874,New Mexico,NM,1995,HPI Index,309.25
3875,New Mexico,NM,1996,HPI Index,315.61
3876,New Mexico,NM,1997,HPI Index,321.88
3877,New Mexico,NM,1998,HPI Index,326.3
3878,New Mexico,NM,1999,HPI Index,330.03
3879,New Mexico,NM,2000,HPI Index,336.08
3880,New Mexico,NM,2001,HPI Index,348.08
3881,New Mexico,NM,2002,HPI Index,359.08
3882,New Mexico,NM,2003,HPI Index,371.92
3883,New Mexico,NM,2004,HPI Index,397.03
3884,New Mexico,NM,2005,HPI Index,444.67
3885,New Mexico,NM,2006,HPI Index,502.02
3886,New Mexico,NM,2007,HPI Index,530.04
3887,New Mexico,NM,2008,HPI Index,524.68
3888,New Mexico,NM,2009,HPI Index,498.59
3889,New Mexico,NM,2010,HPI Index,477.64
3890,New Mexico,NM,2011,HPI Index,457.17
3891,New Mexico,NM,2012,HPI Index,444.39
3892,New Mexico,NM,2013,HPI Index,448.75
3893,New Mexico,NM,2014,HPI Index,454.12
3894,New Mexico,NM,2015,HPI Index,461.76
3895,New Mexico,NM,2016,HPI Index,474.61
3896,New Mexico,NM,2017,HPI Index,490.27
3897,New Mexico,NM,2018,HPI Index,508.86
3898,New Mexico,NM,2019,HPI Index,533.2
3899,New Mexico,NM,2020,HPI Index,557.82
3900,New Mexico,NM,2021,HPI Index,620.5
3901,New York,NY,1975,HPI Index,100.0
3902,New York,NY,1976,HPI Index,95.65
3903,New York,NY,1977,HPI Index,105.07
3904,New York,NY,1978,HPI Index,108.16
3905,New York,NY,1979,HPI Index,122.57
3906,New York,NY,1980,HPI Index,140.92
3907,New York,NY,1981,HPI Index,147.66
3908,New York,NY,1982,HPI Index,163.42
3909,New York,NY,1983,HPI Index,175.14
3910,New York,NY,1984,HPI Index,199.26
3911,New York,NY,1985,HPI Index,230.03
3912,New York,NY,1986,HPI Index,263.99
3913,New York,NY,1987,HPI Index,299.04
3914,New York,NY,1988,HPI Index,325.64
3915,New York,NY,1989,HPI Index,330.05
3916,New York,NY,1990,HPI Index,327.43
3917,New York,NY,1991,HPI Index,323.1
3918,New York,NY,1992,HPI Index,326.86
3919,New York,NY,1993,HPI Index,326.37
3920,New York,NY,1994,HPI Index,320.62
3921,New York,NY,1995,HPI Index,320.0
3922,New York,NY,1996,HPI Index,325.03
3923,New York,NY,1997,HPI Index,328.57
3924,New York,NY,1998,HPI Index,342.17
3925,New York,NY,1999,HPI Index,360.27
3926,New York,NY,2000,HPI Index,399.92
3927,New York,NY,2001,HPI Index,431.82
3928,New York,NY,2002,HPI Index,468.72
3929,New York,NY,2003,HPI Index,505.62
3930,New York,NY,2004,HPI Index,563.45
3931,New York,NY,2005,HPI Index,637.52
3932,New York,NY,2006,HPI Index,678.19
3933,New York,NY,2007,HPI Index,681.1
3934,New York,NY,2008,HPI Index,664.71
3935,New York,NY,2009,HPI Index,627.76
3936,New York,NY,2010,HPI Index,609.23
3937,New York,NY,2011,HPI Index,595.09
3938,New York,NY,2012,HPI Index,581.18
3939,New York,NY,2013,HPI Index,585.62
3940,New York,NY,2014,HPI Index,600.48
3941,New York,NY,2015,HPI Index,617.47
3942,New York,NY,2016,HPI Index,637.65
3943,New York,NY,2017,HPI Index,667.93
3944,New York,NY,2018,HPI Index,704.12
3945,New York,NY,2019,HPI Index,730.34
3946,New York,NY,2020,HPI Index,754.04
3947,New York,NY,2021,HPI Index,823.52
3948,North Carolina,NC,1975,HPI Index,100.0
3949,North Carolina,NC,1976,HPI Index,104.65
3950,North Carolina,NC,1977,HPI Index,112.97
3951,North Carolina,NC,1978,HPI Index,125.06
3952,North Carolina,NC,1979,HPI Index,137.75
3953,North Carolina,NC,1980,HPI Index,149.58
3954,North Carolina,NC,1981,HPI Index,159.4
3955,North Carolina,NC,1982,HPI Index,163.0
3956,North Carolina,NC,1983,HPI Index,169.01
3957,North Carolina,NC,1984,HPI Index,182.61
3958,North Carolina,NC,1985,HPI Index,195.02
3959,North Carolina,NC,1986,HPI Index,203.88
3960,North Carolina,NC,1987,HPI Index,213.43
3961,North Carolina,NC,1988,HPI Index,224.05
3962,North Carolina,NC,1989,HPI Index,230.61
3963,North Carolina,NC,1990,HPI Index,235.04
3964,North Carolina,NC,1991,HPI Index,238.72
3965,North Carolina,NC,1992,HPI Index,242.93
3966,North Carolina,NC,1993,HPI Index,247.19
3967,North Carolina,NC,1994,HPI Index,256.92
3968,North Carolina,NC,1995,HPI Index,271.49
3969,North Carolina,NC,1996,HPI Index,282.28
3970,North Carolina,NC,1997,HPI Index,295.44
3971,North Carolina,NC,1998,HPI Index,306.21
3972,North Carolina,NC,1999,HPI Index,316.83
3973,North Carolina,NC,2000,HPI Index,331.36
3974,North Carolina,NC,2001,HPI Index,344.98
3975,North Carolina,NC,2002,HPI Index,352.81
3976,North Carolina,NC,2003,HPI Index,357.94
3977,North Carolina,NC,2004,HPI Index,369.43
3978,North Carolina,NC,2005,HPI Index,392.52
3979,North Carolina,NC,2006,HPI Index,420.12
3980,North Carolina,NC,2007,HPI Index,440.49
3981,North Carolina,NC,2008,HPI Index,445.27
3982,North Carolina,NC,2009,HPI Index,432.2
3983,North Carolina,NC,2010,HPI Index,409.25
3984,North Carolina,NC,2011,HPI Index,393.96
3985,North Carolina,NC,2012,HPI Index,384.07
3986,North Carolina,NC,2013,HPI Index,387.33
3987,North Carolina,NC,2014,HPI Index,397.25
3988,North Carolina,NC,2015,HPI Index,412.27
3989,North Carolina,NC,2016,HPI Index,431.12
3990,North Carolina,NC,2017,HPI Index,454.29
3991,North Carolina,NC,2018,HPI Index,482.85
3992,North Carolina,NC,2019,HPI Index,508.03
3993,North Carolina,NC,2020,HPI Index,526.73
3994,North Carolina,NC,2021,HPI Index,592.45
3995,North Dakota,ND,1975,HPI Index,100.0
3996,North Dakota,ND,1976,HPI Index,112.2
3997,North Dakota,ND,1977,HPI Index,125.18
3998,North Dakota,ND,1978,HPI Index,137.82
3999,North Dakota,ND,1979,HPI Index,155.54
4000,North Dakota,ND,1980,HPI Index,161.9
4001,North Dakota,ND,1981,HPI Index,169.71
4002,North Dakota,ND,1982,HPI Index,142.73
4003,North Dakota,ND,1983,HPI Index,171.34
4004,North Dakota,ND,1984,HPI Index,178.25
4005,North Dakota,ND,1985,HPI Index,176.48
4006,North Dakota,ND,1986,HPI Index,175.33
4007,North Dakota,ND,1987,HPI Index,174.21
4008,North Dakota,ND,1988,HPI Index,170.49
4009,North Dakota,ND,1989,HPI Index,174.39
4010,North Dakota,ND,1990,HPI Index,176.17
4011,North Dakota,ND,1991,HPI Index,180.75
4012,North Dakota,ND,1992,HPI Index,185.24
4013,North Dakota,ND,1993,HPI Index,193.96
4014,North Dakota,ND,1994,HPI Index,203.91
4015,North Dakota,ND,1995,HPI Index,215.22
4016,North Dakota,ND,1996,HPI Index,223.23
4017,North Dakota,ND,1997,HPI Index,229.43
4018,North Dakota,ND,1998,HPI Index,238.17
4019,North Dakota,ND,1999,HPI Index,242.48
4020,North Dakota,ND,2000,HPI Index,249.72
4021,North Dakota,ND,2001,HPI Index,259.62
4022,North Dakota,ND,2002,HPI Index,269.9
4023,North Dakota,ND,2003,HPI Index,279.27
4024,North Dakota,ND,2004,HPI Index,297.49
4025,North Dakota,ND,2005,HPI Index,321.8
4026,North Dakota,ND,2006,HPI Index,342.16
4027,North Dakota,ND,2007,HPI Index,357.52
4028,North Dakota,ND,2008,HPI Index,366.5
4029,North Dakota,ND,2009,HPI Index,370.29
4030,North Dakota,ND,2010,HPI Index,375.2
4031,North Dakota,ND,2011,HPI Index,387.24
4032,North Dakota,ND,2012,HPI Index,407.67
4033,North Dakota,ND,2013,HPI Index,442.01
4034,North Dakota,ND,2014,HPI Index,476.28
4035,North Dakota,ND,2015,HPI Index,497.49
4036,North Dakota,ND,2016,HPI Index,509.18
4037,North Dakota,ND,2017,HPI Index,515.11
4038,North Dakota,ND,2018,HPI Index,522.07
4039,North Dakota,ND,2019,HPI Index,533.75
4040,North Dakota,ND,2020,HPI Index,539.02
4041,North Dakota,ND,2021,HPI Index,564.9
4042,Ohio,OH,1975,HPI Index,100.0
4043,Ohio,OH,1976,HPI Index,107.41
4044,Ohio,OH,1977,HPI Index,118.68
4045,Ohio,OH,1978,HPI Index,134.64
4046,Ohio,OH,1979,HPI Index,151.0
4047,Ohio,OH,1980,HPI Index,157.08
4048,Ohio,OH,1981,HPI Index,159.6
4049,Ohio,OH,1982,HPI Index,150.95
4050,Ohio,OH,1983,HPI Index,162.95
4051,Ohio,OH,1984,HPI Index,166.57
4052,Ohio,OH,1985,HPI Index,170.0
4053,Ohio,OH,1986,HPI Index,176.19
4054,Ohio,OH,1987,HPI Index,185.57
4055,Ohio,OH,1988,HPI Index,199.32
4056,Ohio,OH,1989,HPI Index,209.55
4057,Ohio,OH,1990,HPI Index,218.34
4058,Ohio,OH,1991,HPI Index,226.01
4059,Ohio,OH,1992,HPI Index,233.15
4060,Ohio,OH,1993,HPI Index,240.68
4061,Ohio,OH,1994,HPI Index,250.49
4062,Ohio,OH,1995,HPI Index,263.64
4063,Ohio,OH,1996,HPI Index,274.86
4064,Ohio,OH,1997,HPI Index,286.7
4065,Ohio,OH,1998,HPI Index,296.89
4066,Ohio,OH,1999,HPI Index,307.2
4067,Ohio,OH,2000,HPI Index,321.41
4068,Ohio,OH,2001,HPI Index,335.01
4069,Ohio,OH,2002,HPI Index,342.82
4070,Ohio,OH,2003,HPI Index,348.48
4071,Ohio,OH,2004,HPI Index,359.3
4072,Ohio,OH,2005,HPI Index,371.76
4073,Ohio,OH,2006,HPI Index,374.23
4074,Ohio,OH,2007,HPI Index,369.86
4075,Ohio,OH,2008,HPI Index,360.96
4076,Ohio,OH,2009,HPI Index,349.7
4077,Ohio,OH,2010,HPI Index,337.72
4078,Ohio,OH,2011,HPI Index,325.37
4079,Ohio,OH,2012,HPI Index,320.02
4080,Ohio,OH,2013,HPI Index,320.89
4081,Ohio,OH,2014,HPI Index,331.58
4082,Ohio,OH,2015,HPI Index,343.05
4083,Ohio,OH,2016,HPI Index,356.35
4084,Ohio,OH,2017,HPI Index,373.83
4085,Ohio,OH,2018,HPI Index,395.2
4086,Ohio,OH,2019,HPI Index,413.84
4087,Ohio,OH,2020,HPI Index,430.79
4088,Ohio,OH,2021,HPI Index,478.06
4089,Oklahoma,OK,1975,HPI Index,100.0
4090,Oklahoma,OK,1976,HPI Index,110.93
4091,Oklahoma,OK,1977,HPI Index,121.47
4092,Oklahoma,OK,1978,HPI Index,147.6
4093,Oklahoma,OK,1979,HPI Index,170.48
4094,Oklahoma,OK,1980,HPI Index,188.8
4095,Oklahoma,OK,1981,HPI Index,205.88
4096,Oklahoma,OK,1982,HPI Index,225.93
4097,Oklahoma,OK,1983,HPI Index,233.75
4098,Oklahoma,OK,1984,HPI Index,226.35
4099,Oklahoma,OK,1985,HPI Index,218.04
4100,Oklahoma,OK,1986,HPI Index,211.87
4101,Oklahoma,OK,1987,HPI Index,196.73
4102,Oklahoma,OK,1988,HPI Index,179.5
4103,Oklahoma,OK,1989,HPI Index,184.69
4104,Oklahoma,OK,1990,HPI Index,186.89
4105,Oklahoma,OK,1991,HPI Index,192.9
4106,Oklahoma,OK,1992,HPI Index,198.25
4107,Oklahoma,OK,1993,HPI Index,205.4
4108,Oklahoma,OK,1994,HPI Index,213.05
4109,Oklahoma,OK,1995,HPI Index,220.87
4110,Oklahoma,OK,1996,HPI Index,229.02
4111,Oklahoma,OK,1997,HPI Index,235.98
4112,Oklahoma,OK,1998,HPI Index,245.68
4113,Oklahoma,OK,1999,HPI Index,254.81
4114,Oklahoma,OK,2000,HPI Index,266.57
4115,Oklahoma,OK,2001,HPI Index,279.69
4116,Oklahoma,OK,2002,HPI Index,289.01
4117,Oklahoma,OK,2003,HPI Index,297.28
4118,Oklahoma,OK,2004,HPI Index,308.86
4119,Oklahoma,OK,2005,HPI Index,324.09
4120,Oklahoma,OK,2006,HPI Index,338.9
4121,Oklahoma,OK,2007,HPI Index,352.04
4122,Oklahoma,OK,2008,HPI Index,358.18
4123,Oklahoma,OK,2009,HPI Index,357.66
4124,Oklahoma,OK,2010,HPI Index,355.38
4125,Oklahoma,OK,2011,HPI Index,349.61
4126,Oklahoma,OK,2012,HPI Index,352.77
4127,Oklahoma,OK,2013,HPI Index,358.66
4128,Oklahoma,OK,2014,HPI Index,370.02
4129,Oklahoma,OK,2015,HPI Index,383.15
4130,Oklahoma,OK,2016,HPI Index,392.29
4131,Oklahoma,OK,2017,HPI Index,405.6
4132,Oklahoma,OK,2018,HPI Index,417.43
4133,Oklahoma,OK,2019,HPI Index,432.78
4134,Oklahoma,OK,2020,HPI Index,448.33
4135,Oklahoma,OK,2021,HPI Index,492.28
4136,Oregon,OR,1975,HPI Index,100.0
4137,Oregon,OR,1976,HPI Index,111.04
4138,Oregon,OR,1977,HPI Index,132.88
4139,Oregon,OR,1978,HPI Index,157.77
4140,Oregon,OR,1979,HPI Index,179.8
4141,Oregon,OR,1980,HPI Index,189.57
4142,Oregon,OR,1981,HPI Index,181.23
4143,Oregon,OR,1982,HPI Index,186.16
4144,Oregon,OR,1983,HPI Index,188.58
4145,Oregon,OR,1984,HPI Index,185.18
4146,Oregon,OR,1985,HPI Index,183.34
4147,Oregon,OR,1986,HPI Index,183.76
4148,Oregon,OR,1987,HPI Index,184.85
4149,Oregon,OR,1988,HPI Index,192.68
4150,Oregon,OR,1989,HPI Index,210.26
4151,Oregon,OR,1990,HPI Index,238.92
4152,Oregon,OR,1991,HPI Index,259.92
4153,Oregon,OR,1992,HPI Index,275.77
4154,Oregon,OR,1993,HPI Index,295.1
4155,Oregon,OR,1994,HPI Index,320.04
4156,Oregon,OR,1995,HPI Index,354.45
4157,Oregon,OR,1996,HPI Index,376.72
4158,Oregon,OR,1997,HPI Index,401.4
4159,Oregon,OR,1998,HPI Index,415.97
4160,Oregon,OR,1999,HPI Index,426.09
4161,Oregon,OR,2000,HPI Index,442.18
4162,Oregon,OR,2001,HPI Index,462.28
4163,Oregon,OR,2002,HPI Index,478.81
4164,Oregon,OR,2003,HPI Index,492.96
4165,Oregon,OR,2004,HPI Index,536.21
4166,Oregon,OR,2005,HPI Index,624.44
4167,Oregon,OR,2006,HPI Index,724.72
4168,Oregon,OR,2007,HPI Index,763.7
4169,Oregon,OR,2008,HPI Index,743.03
4170,Oregon,OR,2009,HPI Index,670.62
4171,Oregon,OR,2010,HPI Index,616.27
4172,Oregon,OR,2011,HPI Index,574.29
4173,Oregon,OR,2012,HPI Index,565.68
4174,Oregon,OR,2013,HPI Index,600.47
4175,Oregon,OR,2014,HPI Index,657.83
4176,Oregon,OR,2015,HPI Index,708.98
4177,Oregon,OR,2016,HPI Index,785.87
4178,Oregon,OR,2017,HPI Index,848.65
4179,Oregon,OR,2018,HPI Index,901.87
4180,Oregon,OR,2019,HPI Index,940.63
4181,Oregon,OR,2020,HPI Index,971.21
4182,Oregon,OR,2021,HPI Index,1103.0
4183,Pennsylvania,PA,1975,HPI Index,100.0
4184,Pennsylvania,PA,1976,HPI Index,105.49
4185,Pennsylvania,PA,1977,HPI Index,111.41
4186,Pennsylvania,PA,1978,HPI Index,120.36
4187,Pennsylvania,PA,1979,HPI Index,134.61
4188,Pennsylvania,PA,1980,HPI Index,141.04
4189,Pennsylvania,PA,1981,HPI Index,146.72
4190,Pennsylvania,PA,1982,HPI Index,148.73
4191,Pennsylvania,PA,1983,HPI Index,156.84
4192,Pennsylvania,PA,1984,HPI Index,166.48
4193,Pennsylvania,PA,1985,HPI Index,176.23
4194,Pennsylvania,PA,1986,HPI Index,189.83
4195,Pennsylvania,PA,1987,HPI Index,212.56
4196,Pennsylvania,PA,1988,HPI Index,244.71
4197,Pennsylvania,PA,1989,HPI Index,259.92
4198,Pennsylvania,PA,1990,HPI Index,265.47
4199,Pennsylvania,PA,1991,HPI Index,269.25
4200,Pennsylvania,PA,1992,HPI Index,273.63
4201,Pennsylvania,PA,1993,HPI Index,276.25
4202,Pennsylvania,PA,1994,HPI Index,276.92
4203,Pennsylvania,PA,1995,HPI Index,279.68
